title,url
How to generate ERC20 coins into an NFT Marketplace when mint function is not available,https://stackoverflow.com/questions/72357490/how-to-generate-erc20-coins-into-an-nft-marketplace-when-mint-function-is-not-av
What is the best way to randomize a selection of minted NFTs in Solidity?,https://stackoverflow.com/questions/72351730/what-is-the-best-way-to-randomize-a-selection-of-minted-nfts-in-solidity
How to mint 3d model (.glb file) with metadata,https://stackoverflow.com/questions/72346899/how-to-mint-3d-model-glb-file-with-metadata
How to Pass NFT Trait Property Securely To Smart Contract,https://stackoverflow.com/questions/72339602/how-to-pass-nft-trait-property-securely-to-smart-contract
WalletConnectV1 kotlin JSON_RPC method doesn't show pop up on metamask,https://stackoverflow.com/questions/72334926/walletconnectv1-kotlin-json-rpc-method-doesnt-show-pop-up-on-metamask
How to add Metaplex/Candymachine function to an existing website? [closed],https://stackoverflow.com/questions/72306737/how-to-add-metaplex-candymachine-function-to-an-existing-website
"Error: 410 Gone: ""The RPC call or parameters have been disabled.""",https://stackoverflow.com/questions/72302043/error-410-gone-the-rpc-call-or-parameters-have-been-disabled
is there a way to fix metaplex uploading issue?,https://stackoverflow.com/questions/72299836/is-there-a-way-to-fix-metaplex-uploading-issue
Error: Missing required argument count for minting. Please provide the argument in the mintParams,https://stackoverflow.com/questions/72294510/error-missing-required-argument-count-for-minting-please-provide-the-argument
What sort of NFT data is stored on Blockchain and what sort of metadata is stored on database?,https://stackoverflow.com/questions/72291272/what-sort-of-nft-data-is-stored-on-blockchain-and-what-sort-of-metadata-is-store
how to verification address in solidity,https://stackoverflow.com/questions/72285587/how-to-verification-address-in-solidity
invalid contract address or ENS name when creating Next.js Web3 OpenSea Clone,https://stackoverflow.com/questions/72262419/invalid-contract-address-or-ens-name-when-creating-next-js-web3-opensea-clone
How to to prevent anyone from creating an smart contract/ NFT linking to the same URI?,https://stackoverflow.com/questions/72256864/how-to-to-prevent-anyone-from-creating-an-smart-contract-nft-linking-to-the-sam
Solana NFT Trade Transaction Identification,https://stackoverflow.com/questions/72243599/solana-nft-trade-transaction-identification
Mint ERC721 token to specific account,https://stackoverflow.com/questions/72234784/mint-erc721-token-to-specific-account
"Documentation for ""api.sandbox.game"" server exposed APIs",https://stackoverflow.com/questions/72221679/documentation-for-api-sandbox-game-server-exposed-apis
Using fxrand() for p5 project?,https://stackoverflow.com/questions/72221332/using-fxrand-for-p5-project
trying to run an generate art configuration in metaplex and it keeps returning this. I have tried changing up just about everything,https://stackoverflow.com/questions/72209802/trying-to-run-an-generate-art-configuration-in-metaplex-and-it-keeps-returning-t
How to get image data into nft data,https://stackoverflow.com/questions/72209440/how-to-get-image-data-into-nft-data
Phantom wallet: Solana transactions debug,https://stackoverflow.com/questions/72201770/phantom-wallet-solana-transactions-debug
"How to mint a smart contract in ""phases""?",https://stackoverflow.com/questions/72193800/how-to-mint-a-smart-contract-in-phases
Retrieving list of NFT assets using web3 python module,https://stackoverflow.com/questions/72191085/retrieving-list-of-nft-assets-using-web3-python-module
ERC721 contract deployed with create2 stops working after a particular function is called,https://stackoverflow.com/questions/72190423/erc721-contract-deployed-with-create2-stops-working-after-a-particular-function
Solana: get NFT supply cap?,https://stackoverflow.com/questions/72168215/solana-get-nft-supply-cap
Metaplex sign command metadata parameter,https://stackoverflow.com/questions/72164321/metaplex-sign-command-metadata-parameter
how to swicth to a metamask pop up in chrome with a python selenium script,https://stackoverflow.com/questions/72148176/how-to-swicth-to-a-metamask-pop-up-in-chrome-with-a-python-selenium-script
Why do sender and minter should be same on minting NFT?,https://stackoverflow.com/questions/72141993/why-do-sender-and-minter-should-be-same-on-minting-nft
ERC721PresetMinterPauserAutoId tokenURL error,https://stackoverflow.com/questions/72110974/erc721presetminterpauserautoid-tokenurl-error
NFT transfer with web3 signTransaction(),https://stackoverflow.com/questions/72106223/nft-transfer-with-web3-signtransaction
Error: VM Exception while processing transaction: reverted with reason string 'ERC721: transfer caller is not owner nor approved',https://stackoverflow.com/questions/72093394/error-vm-exception-while-processing-transaction-reverted-with-reason-string-e
Why do openSea fetching data from IPFS all of a sudden?,https://stackoverflow.com/questions/72075601/why-do-opensea-fetching-data-from-ipfs-all-of-a-sudden
How to specify Metaplex NFT collection image in Phantom wallet,https://stackoverflow.com/questions/72071604/how-to-specify-metaplex-nft-collection-image-in-phantom-wallet
"""Candy Machine v2"" - Solana uploading NFT assets failed - ""Transaction was not confirmed in 60.01 seconds"". Unknown ""Candy Machine PublicKey""",https://stackoverflow.com/questions/72064683/candy-machine-v2-solana-uploading-nft-assets-failed-transaction-was-not-c
MACOS terminal - SyntaxError: Unexpected token ':' when compiling,https://stackoverflow.com/questions/72061038/macos-terminal-syntaxerror-unexpected-token-when-compiling
It takes too long to send transaction to the smart contract which is already deployed. (Nethereum + Unity),https://stackoverflow.com/questions/72053763/it-takes-too-long-to-send-transaction-to-the-smart-contract-which-is-already-dep
Is there possibility to postpone or stop secondary sale on opensea?,https://stackoverflow.com/questions/72043211/is-there-possibility-to-postpone-or-stop-secondary-sale-on-opensea
I want to display the total amount of NFTs minted for an NFT project on the webpage using .jsx,https://stackoverflow.com/questions/72039394/i-want-to-display-the-total-amount-of-nfts-minted-for-an-nft-project-on-the-webp
deploy erc721 contracts from a simple or factory contract,https://stackoverflow.com/questions/72036381/deploy-erc721-contracts-from-a-simple-or-factory-contract
create two nft collections from one smart contract (erc1155) in OpenSea,https://stackoverflow.com/questions/72035695/create-two-nft-collections-from-one-smart-contract-erc1155-in-opensea
Is it possible to get a metamask private key?,https://stackoverflow.com/questions/72030708/is-it-possible-to-get-a-metamask-private-key
Why OpenZeppelin's ERC1155 contract is mintable from only owner?,https://stackoverflow.com/questions/72027335/why-openzeppelins-erc1155-contract-is-mintable-from-only-owner
Why my ERC721 contract in Opensea can't work normally (Without any code of openzeppelin github),https://stackoverflow.com/questions/72017017/why-my-erc721-contract-in-opensea-cant-work-normally-without-any-code-of-openz
Transaction failed with execution error while sending ether,https://stackoverflow.com/questions/72015057/transaction-failed-with-execution-error-while-sending-ether
"Problem creating NFT ""erc721"" (name, symbol)",https://stackoverflow.com/questions/72006961/problem-creating-nft-erc721-name-symbol
How to append fetched image URL to img src,https://stackoverflow.com/questions/72006216/how-to-append-fetched-image-url-to-img-src
Problem authenticating via the OpenSea JDK,https://stackoverflow.com/questions/72000130/problem-authenticating-via-the-opensea-jdk
Invalid type for argument in function call. Invalid implicit conversion from address to address payable requested.for msg.sender and adress 0,https://stackoverflow.com/questions/71993838/invalid-type-for-argument-in-function-call-invalid-implicit-conversion-from-add
can I create a token that would be having an array of multiple tokens?,https://stackoverflow.com/questions/71988522/can-i-create-a-token-that-would-be-having-an-array-of-multiple-tokens
Mint nft Collection from 0 to 9999,https://stackoverflow.com/questions/71963014/mint-nft-collection-from-0-to-9999
NFT URI Permanence - Arwaeve - Network Persistence,https://stackoverflow.com/questions/71963011/nft-uri-permanence-arwaeve-network-persistence
"ERC-721, Setup developer fees on each transfer",https://stackoverflow.com/questions/71962642/erc-721-setup-developer-fees-on-each-transfer
How to get the last NFT minted on candy machine,https://stackoverflow.com/questions/71961434/how-to-get-the-last-nft-minted-on-candy-machine
How to get the final value from Chainlink Data feeds in decimals?,https://stackoverflow.com/questions/71956838/how-to-get-the-final-value-from-chainlink-data-feeds-in-decimals
"Why is my string showing me this error ""Expected pragma, import directive or contract/interface/library/struct/enum definition.""?",https://stackoverflow.com/questions/71947495/why-is-my-string-showing-me-this-error-expected-pragma-import-directive-or-con
Transferring ERC721 Tokens using Python/Web3.py,https://stackoverflow.com/questions/71943527/transferring-erc721-tokens-using-python-web3-py
How many NFTs can a smart contract hold,https://stackoverflow.com/questions/71943197/how-many-nfts-can-a-smart-contract-hold
The Magic Eden API is only giving the symbol in the json response?,https://stackoverflow.com/questions/71926371/the-magic-eden-api-is-only-giving-the-symbol-in-the-json-response
How do I get my NFT picture to show in Crossmint,https://stackoverflow.com/questions/71921324/how-do-i-get-my-nft-picture-to-show-in-crossmint
Require user input when minting nft,https://stackoverflow.com/questions/71918840/require-user-input-when-minting-nft
How to burn erc721 token?,https://stackoverflow.com/questions/71914170/how-to-burn-erc721-token
"Constructor error, setter not working(Solidity)",https://stackoverflow.com/questions/71908238/constructor-error-setter-not-workingsolidity
How to get information about an NFT contract using Alchemy web3 SDK?,https://stackoverflow.com/questions/71904576/how-to-get-information-about-an-nft-contract-using-alchemy-web3-sdk
Solana response state - strange data - BN with 3 lenght,https://stackoverflow.com/questions/71901411/solana-response-state-strange-data-bn-with-3-lenght
NFT linkage between token and digital product,https://stackoverflow.com/questions/71900267/nft-linkage-between-token-and-digital-product
Transferring ownership of NFT(ERC721),https://stackoverflow.com/questions/71900260/transferring-ownership-of-nfterc721
How to fix undeclared identifier even though its present in ERC721Enumerable,https://stackoverflow.com/questions/71899314/how-to-fix-undeclared-identifier-even-though-its-present-in-erc721enumerable
How does OpenSea work with all the functions?,https://stackoverflow.com/questions/71893926/how-does-opensea-work-with-all-the-functions
"I wrote a solidity that pays ERC-20 tokens for ERC-721 NFT transaction, but it doesn't work",https://stackoverflow.com/questions/71880843/i-wrote-a-solidity-that-pays-erc-20-tokens-for-erc-721-nft-transaction-but-it-d
Find number of tokens for sale under a certain price using opensea api,https://stackoverflow.com/questions/71872280/find-number-of-tokens-for-sale-under-a-certain-price-using-opensea-api
Developing NFT contract and receiveing external transactions,https://stackoverflow.com/questions/71869681/developing-nft-contract-and-receiveing-external-transactions
When sending ether to another contract it sends it to the contract?,https://stackoverflow.com/questions/71868142/when-sending-ether-to-another-contract-it-sends-it-to-the-contract
Staking multiple ERC721 NFTs at once,https://stackoverflow.com/questions/71859702/staking-multiple-erc721-nfts-at-once
Can you easily move an existing NFT project to IPFS?,https://stackoverflow.com/questions/71854358/can-you-easily-move-an-existing-nft-project-to-ipfs
"How to add ""collection"" field to metadata for Solana NFTs with Visual Studio Code",https://stackoverflow.com/questions/71842850/how-to-add-collection-field-to-metadata-for-solana-nfts-with-visual-studio-cod
NFT not revealed on opensea mainnent but revealed on testnet,https://stackoverflow.com/questions/71840305/nft-not-revealed-on-opensea-mainnent-but-revealed-on-testnet
Issue of IPFS url on https,https://stackoverflow.com/questions/71808782/issue-of-ipfs-url-on-https
how to construct the parameters for wyvern protocol atomicMatch function,https://stackoverflow.com/questions/71795828/how-to-construct-the-parameters-for-wyvern-protocol-atomicmatch-function
Is it possible to set the banner image on OpenSea through contract metadata?,https://stackoverflow.com/questions/71794376/is-it-possible-to-set-the-banner-image-on-opensea-through-contract-metadata
"(hashlips_art_engine-1.1.2_patch_v5) The ""path"" argument must be of type string. Received undefined",https://stackoverflow.com/questions/71790267/hashlips-art-engine-1-1-2-patch-v5-the-path-argument-must-be-of-type-string
How can I implement a lazy-minting smart contract that doesn't actually mint NFTs?,https://stackoverflow.com/questions/71783185/how-can-i-implement-a-lazy-minting-smart-contract-that-doesnt-actually-mint-nft
How to Mint ERC1155 with my own ERC20 token,https://stackoverflow.com/questions/71774868/how-to-mint-erc1155-with-my-own-erc20-token
"I tried using interface to get owner address from another NFT smart contract (ERC721), what have I done wrong?",https://stackoverflow.com/questions/71766525/i-tried-using-interface-to-get-owner-address-from-another-nft-smart-contract-er
Smart contract - dividend cash payment,https://stackoverflow.com/questions/71764792/smart-contract-dividend-cash-payment
How to handle transaction fees in auctions absed on smartcontracts in blockchain,https://stackoverflow.com/questions/71762551/how-to-handle-transaction-fees-in-auctions-absed-on-smartcontracts-in-blockchain
Add Royalty to solidity NFT smart contract,https://stackoverflow.com/questions/71757994/add-royalty-to-solidity-nft-smart-contract
Facing issue with smart contract APIs based on ExpressJS,https://stackoverflow.com/questions/71755125/facing-issue-with-smart-contract-apis-based-on-expressjs
ERC721A smart contract,https://stackoverflow.com/questions/71754744/erc721a-smart-contract
Is it considered good practice to use contract functions once when deployed?,https://stackoverflow.com/questions/71752162/is-it-considered-good-practice-to-use-contract-functions-once-when-deployed
Store data inside an NFT using Solana,https://stackoverflow.com/questions/71751703/store-data-inside-an-nft-using-solana
How opensea auction smart contract work without storing the ether,https://stackoverflow.com/questions/71747189/how-opensea-auction-smart-contract-work-without-storing-the-ether
How do I create a List or Array of different data types from C# to be saved to JSON in Unity,https://stackoverflow.com/questions/71740417/how-do-i-create-a-list-or-array-of-different-data-types-from-c-sharp-to-be-saved
using _hashTypedDataV4 in smart contract and _signTypedData(etherjs) in frontend is not working,https://stackoverflow.com/questions/71732049/using-hashtypeddatav4-in-smart-contract-and-signtypeddataetherjs-in-frontend
How to remove zeros in tokenID in Solidity?,https://stackoverflow.com/questions/71731951/how-to-remove-zeros-in-tokenid-in-solidity
Yet another (Probably SUPER IMPLE) Issue Python with Pillow for Image Generation,https://stackoverflow.com/questions/71731505/yet-another-probably-super-imple-issue-python-with-pillow-for-image-generation
URL is being changed from webpage but no 301 (redirect) status code. How is this possible and how do I capture the new URL,https://stackoverflow.com/questions/71730993/url-is-being-changed-from-webpage-but-no-301-redirect-status-code-how-is-this
Transfer SPL Token using Rust,https://stackoverflow.com/questions/71730814/transfer-spl-token-using-rust
Error during minting with code from Opensea guide,https://stackoverflow.com/questions/71726859/error-during-minting-with-code-from-opensea-guide
"Ethers.js - ""ERC721A: transfer from incorrect owner"" MetaMask Error",https://stackoverflow.com/questions/71719909/ethers-js-erc721a-transfer-from-incorrect-owner-metamask-error
Definition of base has to precede definition of derived contract (ERC721 implementation),https://stackoverflow.com/questions/71718798/definition-of-base-has-to-precede-definition-of-derived-contract-erc721-impleme
base64 encoded On-chain NFT not displaying on the Fronted,https://stackoverflow.com/questions/71715140/base64-encoded-on-chain-nft-not-displaying-on-the-fronted
Moralis API can't find meta data,https://stackoverflow.com/questions/71712098/moralis-api-cant-find-meta-data
Gas efficiency of totalSupply() vs. a tokenID counter | ERC-721,https://stackoverflow.com/questions/71708142/gas-efficiency-of-totalsupply-vs-a-tokenid-counter-erc-721
NFT Marketplace cards using ReactJS,https://stackoverflow.com/questions/71702362/nft-marketplace-cards-using-reactjs
Is there a function to list all SPL Tokens in a Wallet using Rust,https://stackoverflow.com/questions/71693211/is-there-a-function-to-list-all-spl-tokens-in-a-wallet-using-rust
How can i set 2 max supply's in a ERC721,https://stackoverflow.com/questions/71678110/how-can-i-set-2-max-supplys-in-a-erc721
Opensea Import smart contract not working for Polygon Testnet Mumbai,https://stackoverflow.com/questions/71676541/opensea-import-smart-contract-not-working-for-polygon-testnet-mumbai
Easy way to view a list of the tokens owned by a user?,https://stackoverflow.com/questions/71670989/easy-way-to-view-a-list-of-the-tokens-owned-by-a-user
How to directly interact with already deployed smart contracts?,https://stackoverflow.com/questions/71669119/how-to-directly-interact-with-already-deployed-smart-contracts
How chainlink VRF be used in dynamic NFT drop rate similar to thetan box in thetan arena game,https://stackoverflow.com/questions/71667126/how-chainlink-vrf-be-used-in-dynamic-nft-drop-rate-similar-to-thetan-box-in-thet
How to set price for all NFTs in a collection on opensea?,https://stackoverflow.com/questions/71666378/how-to-set-price-for-all-nfts-in-a-collection-on-opensea
Any idea why images don't display sometimes ? (bot discord scraping python),https://stackoverflow.com/questions/71646654/any-idea-why-images-dont-display-sometimes-bot-discord-scraping-python
Why am i getting an error on the array length in solidity?,https://stackoverflow.com/questions/71645939/why-am-i-getting-an-error-on-the-array-length-in-solidity
How TokenURI function was called in opensea,https://stackoverflow.com/questions/71643267/how-tokenuri-function-was-called-in-opensea
Interact with solana program directly,https://stackoverflow.com/questions/71640223/interact-with-solana-program-directly
I can't pass through npm run check_txns --dir=minted,https://stackoverflow.com/questions/71635167/i-cant-pass-through-npm-run-check-txns-dir-minted
Survey form with crypto address autofill,https://stackoverflow.com/questions/71634683/survey-form-with-crypto-address-autofill
ERC1155 Sell/Buy NFT Solidity,https://stackoverflow.com/questions/71597113/erc1155-sell-buy-nft-solidity
Gas estimation errored with the following message (see below). The transaction execution will likely fail,https://stackoverflow.com/questions/71582140/gas-estimation-errored-with-the-following-message-see-below-the-transaction-e
Block OpenSea trading,https://stackoverflow.com/questions/71579675/block-opensea-trading
Get Current Token Owner for a given NFT Contract,https://stackoverflow.com/questions/71579073/get-current-token-owner-for-a-given-nft-contract
"I want to mint and transfer 1 erc20(custom) to the minter itself, just to track erc20 transaction",https://stackoverflow.com/questions/71576780/i-want-to-mint-and-transfer-1-erc20custom-to-the-minter-itself-just-to-track
How to track transaction history in solidity?,https://stackoverflow.com/questions/71574163/how-to-track-transaction-history-in-solidity
How can I mint a very limited number of NFTs on Kadena blockchain using pact smart contract?,https://stackoverflow.com/questions/71571676/how-can-i-mint-a-very-limited-number-of-nfts-on-kadena-blockchain-using-pact-sma
I'm creating a smart contract to interact with specific NFTs. Is there a function to filter a specific NFT contract address?,https://stackoverflow.com/questions/71568116/im-creating-a-smart-contract-to-interact-with-specific-nfts-is-there-a-functio
Not able to purchase the NFT I've created on Rarible (ropsten testnet),https://stackoverflow.com/questions/71566442/not-able-to-purchase-the-nft-ive-created-on-rarible-ropsten-testnet
error while installing moralis metadata static app on OS Big Sur,https://stackoverflow.com/questions/71560433/error-while-installing-moralis-metadata-static-app-on-os-big-sur
OpenSea ContractURI,https://stackoverflow.com/questions/71554693/opensea-contracturi
Compiling an ERC721URIStorage contract,https://stackoverflow.com/questions/71554048/compiling-an-erc721uristorage-contract
How do I develop an auto-staker for an NFT game with solidity?,https://stackoverflow.com/questions/71552700/how-do-i-develop-an-auto-staker-for-an-nft-game-with-solidity
How do I get the Price an NFT sold (sells) for via the base NFT contract in solidity?,https://stackoverflow.com/questions/71551952/how-do-i-get-the-price-an-nft-sold-sells-for-via-the-base-nft-contract-in-soli
does each item in ERC-1155 type is unique?,https://stackoverflow.com/questions/71550423/does-each-item-in-erc-1155-type-is-unique
Get the info of transactions made by a specific wallet address - ethereum,https://stackoverflow.com/questions/71546646/get-the-info-of-transactions-made-by-a-specific-wallet-address-ethereum
SetApprovalForAll: not owner nor approved,https://stackoverflow.com/questions/71539232/setapprovalforall-not-owner-nor-approved
How to decode and parse ERC721 tokenURI in solidity smart contract?,https://stackoverflow.com/questions/71534499/how-to-decode-and-parse-erc721-tokenuri-in-solidity-smart-contract
Can I connect solidity contract with backend Node.js,https://stackoverflow.com/questions/71515493/can-i-connect-solidity-contract-with-backend-node-js
Can not set opensea.io royalties on a NFT Contract,https://stackoverflow.com/questions/71513603/can-not-set-opensea-io-royalties-on-a-nft-contract
How to call _mint() on erc721 without emit Transfer,https://stackoverflow.com/questions/71506308/how-to-call-mint-on-erc721-without-emit-transfer
"Is it possible to create one NFT one at a time, instead of all at once?",https://stackoverflow.com/questions/71505427/is-it-possible-to-create-one-nft-one-at-a-time-instead-of-all-at-once
ERC1155 token is not showing in Metamask wallet,https://stackoverflow.com/questions/71493430/erc1155-token-is-not-showing-in-metamask-wallet
Privilege for a list of addresses,https://stackoverflow.com/questions/71488667/privilege-for-a-list-of-addresses
The relationship between file and token of NFT is 1-n relationship?,https://stackoverflow.com/questions/71476135/the-relationship-between-file-and-token-of-nft-is-1-n-relationship
Prevent Smart Contracts to mint outside of the website [closed],https://stackoverflow.com/questions/71474649/prevent-smart-contracts-to-mint-outside-of-the-website
"""Transaction failed"" When deploying contract with ob rinkeby",https://stackoverflow.com/questions/71474596/transaction-failed-when-deploying-contract-with-ob-rinkeby
How to transfer (copy) NFTs from Rarible to OpenSea,https://stackoverflow.com/questions/71460877/how-to-transfer-copy-nfts-from-rarible-to-opensea
CATCH ERROR: NOK: Transaction not found with hash: With codeSTACKr's NFT art generator,https://stackoverflow.com/questions/71435018/catch-error-nok-transaction-not-found-with-hash-with-codestackrs-nft-art-gen
Migrate my users ERC1155 tokens to ERC721,https://stackoverflow.com/questions/71434503/migrate-my-users-erc1155-tokens-to-erc721
"resold nfts still show up in inventory, ghost nft",https://stackoverflow.com/questions/71434438/resold-nfts-still-show-up-in-inventory-ghost-nft
How to mint on OpenSea a collection initially on Rarible,https://stackoverflow.com/questions/71431574/how-to-mint-on-opensea-a-collection-initially-on-rarible
_mintBach of ERC1155 not working properly on OpenSea integration,https://stackoverflow.com/questions/71420175/mintbach-of-erc1155-not-working-properly-on-opensea-integration
"what's a better way to handle ""Timed out awaiting confirmation on transaction"" error on Metaplex CMv2?",https://stackoverflow.com/questions/71419088/whats-a-better-way-to-handle-timed-out-awaiting-confirmation-on-transaction-e
How can I get a list of NFTs that I have minted?,https://stackoverflow.com/questions/71418749/how-can-i-get-a-list-of-nfts-that-i-have-minted
"Ethereum Donation Function defining by tiers of NFT's (Reactjs, Web3)",https://stackoverflow.com/questions/71409987/ethereum-donation-function-defining-by-tiers-of-nfts-reactjs-web3
Hardhat Compiling Error (_safeMint 'Undeclared identifier'),https://stackoverflow.com/questions/71407159/hardhat-compiling-error-safemint-undeclared-identifier
Axie Infinity: query axie id from transaction information?,https://stackoverflow.com/questions/71403007/axie-infinity-query-axie-id-from-transaction-information
is it possible to move an NFT?,https://stackoverflow.com/questions/71401521/is-it-possible-to-move-an-nft
OpenSea API returning null when i want to fetch my data,https://stackoverflow.com/questions/71397588/opensea-api-returning-null-when-i-want-to-fetch-my-data
what should i check first if i want to put metadata and nft image in opensea,https://stackoverflow.com/questions/71394341/what-should-i-check-first-if-i-want-to-put-metadata-and-nft-image-in-opensea
"I'm going to use Opensea api to bring and show my assets on the web, but I can't",https://stackoverflow.com/questions/71391161/im-going-to-use-opensea-api-to-bring-and-show-my-assets-on-the-web-but-i-cant
local variable 'Body' referenced before assignment- error being thrown up in code however cannot see the reason as 'Body' is defined,https://stackoverflow.com/questions/71380745/local-variable-body-referenced-before-assignment-error-being-thrown-up-in-cod
NFT drop marketplace Smart Contract and show collections by type,https://stackoverflow.com/questions/71377725/nft-drop-marketplace-smart-contract-and-show-collections-by-type
React contract error when click Mint button,https://stackoverflow.com/questions/71374833/react-contract-error-when-click-mint-button
How to request transfer of NFT using @solana/web3.js,https://stackoverflow.com/questions/71374163/how-to-request-transfer-of-nft-using-solana-web3-js
"Keep getting ""TSError: ⨯ Unable to compile TypeScript:"" error when trying to run code in CMv2",https://stackoverflow.com/questions/71368581/keep-getting-tserror-%e2%a8%af-unable-to-compile-typescript-error-when-trying-to-run
Elrond mandos test elrond_wasm_debug::mandos_rs pass however erdpy contract test fail,https://stackoverflow.com/questions/71368221/elrond-mandos-test-elrond-wasm-debugmandos-rs-pass-however-erdpy-contract-test
Whenever I try to run Chrome using selenium using Python I get this error,https://stackoverflow.com/questions/71367116/whenever-i-try-to-run-chrome-using-selenium-using-python-i-get-this-error
Get NFTs by CandyMachineId always returning an empty array,https://stackoverflow.com/questions/71366392/get-nfts-by-candymachineid-always-returning-an-empty-array
How get all the NFTs in a collection in Solana?,https://stackoverflow.com/questions/71359866/how-get-all-the-nfts-in-a-collection-in-solana
How to Creator Earnings on Opensea (Polygon),https://stackoverflow.com/questions/71355026/how-to-creator-earnings-on-opensea-polygon
Problem running npm install - newbie here,https://stackoverflow.com/questions/71353070/problem-running-npm-install-newbie-here
python : image generator from a group in a range,https://stackoverflow.com/questions/71345434/python-image-generator-from-a-group-in-a-range
ProviderError: transaction underpriced on Mumbai Testnet,https://stackoverflow.com/questions/71343598/providererror-transaction-underpriced-on-mumbai-testnet
NFT URI hex vs decimal for opensea,https://stackoverflow.com/questions/71341947/nft-uri-hex-vs-decimal-for-opensea
How to send already minted NFT using alchemy,https://stackoverflow.com/questions/71337704/how-to-send-already-minted-nft-using-alchemy
NFT List Prices,https://stackoverflow.com/questions/71330857/nft-list-prices
Is there a way to upload remote files to nft.storage,https://stackoverflow.com/questions/71326595/is-there-a-way-to-upload-remote-files-to-nft-storage
"After I created my nft contract on rinkeby using remix, when I opened opensea on the testnet version it does not show up",https://stackoverflow.com/questions/71315639/after-i-created-my-nft-contract-on-rinkeby-using-remix-when-i-opened-opensea-on
unable to upload nfts using metaplex,https://stackoverflow.com/questions/71314370/unable-to-upload-nfts-using-metaplex
merkletreejs method getHexProof return empty string,https://stackoverflow.com/questions/71314127/merkletreejs-method-gethexproof-return-empty-string
MerkleTreeJS - Leaf resolve error for whitelist verification,https://stackoverflow.com/questions/71313397/merkletreejs-leaf-resolve-error-for-whitelist-verification
Creating Basic NFT Viewing App with ThirdWeb SDK,https://stackoverflow.com/questions/71312876/creating-basic-nft-viewing-app-with-thirdweb-sdk
Metadata converter?,https://stackoverflow.com/questions/71310079/metadata-converter
"Get historical Floor price, Volume, MCAP, Holders of an NFT collection like Opensea",https://stackoverflow.com/questions/71301047/get-historical-floor-price-volume-mcap-holders-of-an-nft-collection-like-open
How can I use eth_estimateGas on a mint function when the public sale is closed?,https://stackoverflow.com/questions/71290176/how-can-i-use-eth-estimategas-on-a-mint-function-when-the-public-sale-is-closed
Connecting to metamask with react and Next.js not working,https://stackoverflow.com/questions/71289450/connecting-to-metamask-with-react-and-next-js-not-working
Testing NFT contract on polygon,https://stackoverflow.com/questions/71279279/testing-nft-contract-on-polygon
How to mint multiple NFT token from Metaplex Candy Machine v2?,https://stackoverflow.com/questions/71277433/how-to-mint-multiple-nft-token-from-metaplex-candy-machine-v2
Web3js : Error when trying to call methods from Angular,https://stackoverflow.com/questions/71267225/web3js-error-when-trying-to-call-methods-from-angular
How does the contractAddress field work in Moralis when transfering NFTs?,https://stackoverflow.com/questions/71266901/how-does-the-contractaddress-field-work-in-moralis-when-transfering-nfts
How can I reveal NFTs as they are minted?,https://stackoverflow.com/questions/71256984/how-can-i-reveal-nfts-as-they-are-minted
set token URI function,https://stackoverflow.com/questions/71254617/set-token-uri-function
Metadata not loading on Opensea,https://stackoverflow.com/questions/71251200/metadata-not-loading-on-opensea
Is there any way to get the sale status of an NFT (listed on marketplaces like OpenSea) using their contract address?,https://stackoverflow.com/questions/71244249/is-there-any-way-to-get-the-sale-status-of-an-nft-listed-on-marketplaces-like-o
How to get a public URL from MFS folder?,https://stackoverflow.com/questions/71234488/how-to-get-a-public-url-from-mfs-folder
Does Solidity language has namespace?,https://stackoverflow.com/questions/71231369/does-solidity-language-has-namespace
How to attach price to NFT mint?,https://stackoverflow.com/questions/71213040/how-to-attach-price-to-nft-mint
error TS1252: Function declarations are not allowed inside blocks in strict mode when targeting 'ES3' or 'ES5'. Stacks.js,https://stackoverflow.com/questions/71210272/error-ts1252-function-declarations-are-not-allowed-inside-blocks-in-strict-mode
Is it possible to allow general public to mint NFT without being whitelisted?,https://stackoverflow.com/questions/71209733/is-it-possible-to-allow-general-public-to-mint-nft-without-being-whitelisted
How to get the listed NFT of a collection on OPENSEA,https://stackoverflow.com/questions/71200430/how-to-get-the-listed-nft-of-a-collection-on-opensea
Estimating gas cost programmatically while minting NFT in web3.js,https://stackoverflow.com/questions/71195907/estimating-gas-cost-programmatically-while-minting-nft-in-web3-js
insufficient funds for intrinsic transaction cost on test ropsten server,https://stackoverflow.com/questions/71193817/insufficient-funds-for-intrinsic-transaction-cost-on-test-ropsten-server
Embedding Images into SVG file like Inkscape extensions using Python,https://stackoverflow.com/questions/71185969/embedding-images-into-svg-file-like-inkscape-extensions-using-python
Unable to do transaction -ERC 721,https://stackoverflow.com/questions/71183722/unable-to-do-transaction-erc-721
How to connect solana wallet in android?,https://stackoverflow.com/questions/71181886/how-to-connect-solana-wallet-in-android
Turning bytes into string for concatenation,https://stackoverflow.com/questions/71181719/turning-bytes-into-string-for-concatenation
Metaplex Candy machine mainnet NFT depoly issue,https://stackoverflow.com/questions/71181344/metaplex-candy-machine-mainnet-nft-depoly-issue
what does _safeMint() do under the hood?,https://stackoverflow.com/questions/71180839/what-does-safemint-do-under-the-hood
How am i getting insufficient_funds when Deploying NFT,https://stackoverflow.com/questions/71173363/how-am-i-getting-insufficient-funds-when-deploying-nft
brownie : File outside of allowed directories,https://stackoverflow.com/questions/71171972/brownie-file-outside-of-allowed-directories
